Patient_ID_clean,133K02,5T4,7SK|ENSG00000232512.2,7SK|ENSG00000249352.3,7SK|ENSG00000254144.2,7SK|ENSG00000260682.2,7SK|ENSG00000271765.1,7SK|ENSG00000271814.1,7SK|ENSG00000271818.1,A-C1,A1BG-AS1,A1BG_x,A1BG_y,A1CF_x,A1CF_y,A2M-AS1,A2ML1_x,A2ML1_y,A2MP1,A2M_x,A2M_y,A3GALT2,A4GALT,A4GNT_x,A4GNT_y,AA,AAAS_x,AAAS_y,AACSP1_x,AACSP1_y,AACS_x,AACS_y,AADACL2_x,AADACL2_y,AADACL3_x,AADACL3_y,AADACL4_x,AADACL4_y,AADACP1,AADAC_x,AADAC_y,AADAT_x,AADAT_y,AAED1,AAGAB_x,AAGAB_y,AAK1,AAMDC,AAMP_x,AAMP_y
TCGA-61-1736,297.791,416.3127,0.0,0.0,2.0,-1.0,-1.0,2.0,0.0,106.2022,27.6253,41.9116,0.0,0.0,0.0,67.7952,435.8539,0.0,0.0,11978.5089,0.0,0.0,-1.0,0.4248,1.0,4598.9805,1122.7698,0.0,0.0,0.0,656.7545,0.0,0.8496,1.0,0.0,0.0,0.0,0.0,8.4962,23.3645,1.0,31.4359,-1.0,0.0,774.0017,0.0,0.0,0.0,2276.5506,0.0
TCGA-61-1737,316.9367,1146.6863,0.0,-1.0,2.0,-1.0,-1.0,1.0,-1.0,65.6848,103.5493,178.9485,0.0,0.0,-1.0,58.701,103.0928,0.0,0.0,5480.9161,0.0,1.0,-1.0,0.8837,1.0,1159.0574,746.0972,-1.0,0.0,0.0,600.5891,0.0,2.3564,1.0,0.0,1.0,0.0,1.0,75.6996,66.863,1.0,73.6377,-1.0,0.0,679.2342,-1.0,0.0,0.0,2249.19,0.0
TCGA-61-1738,307.3463,1354.8226,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,134.9325,69.8601,200.8796,-1.0,0.0,-1.0,36.1369,136.4318,2.0,2.0,1932.3788,2.0,1.0,-1.0,0.0,0.0,1103.948,799.1004,-1.0,0.0,0.0,646.6767,-1.0,1.999,0.0,0.4998,1.0,2.4988,1.0,23.4883,13.4933,0.0,69.4653,0.0,0.0,922.039,-1.0,0.0,2.0,2631.1844,0.0
TCGA-61-1740,309.3363,355.0928,0.0,-1.0,2.0,-1.0,-1.0,0.0,-1.0,60.0041,168.691,127.0388,1.0,0.274,1.0,111.7994,37.2628,1.0,1.0,9022.2508,1.0,-1.0,-1.0,0.0,1.0,2320.9809,1105.8292,1.0,0.0,-1.0,1292.6913,1.0,0.274,1.0,0.0,-1.0,0.0,-1.0,0.822,32.605,1.0,62.744,-1.0,1.0,978.6972,1.0,0.0,2.0,1663.6756,-1.0
TCGA-61-1741,226.0699,1081.9993,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,215.1802,18.7738,27.0064,-1.0,0.0,-1.0,84.8612,38.7673,1.0,1.0,4617.3059,1.0,1.0,-1.0,1.7423,-1.0,3082.2171,1418.2729,1.0,68.3872,0.0,721.3329,1.0,0.0,-1.0,1.7423,1.0,0.4356,1.0,3.0491,21.3438,-1.0,241.7511,-1.0,-1.0,796.6895,-1.0,1.0,-1.0,2098.225,1.0
TCGA-61-1743,146.6017,135.3599,1.0,-1.0,2.0,-1.0,1.0,-1.0,-1.0,26.1543,43.345,68.07,-1.0,0.0,-1.0,81.7138,20.8775,1.0,1.0,16265.4041,1.0,0.0,0.0,0.0,-1.0,2218.9848,1432.0619,1.0,0.0,-1.0,1171.6662,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,47.7201,105.7643,-1.0,172.756,1.0,-1.0,1082.191,-1.0,-1.0,2.0,2731.9759,1.0
TCGA-61-1900,306.724,427.3872,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,50.9671,76.0792,148.4464,0.0,0.0,0.0,124.1019,184.8327,1.0,1.0,2494.5656,1.0,0.0,-1.0,1.2281,1.0,1455.634,1293.8287,0.0,17.8078,0.0,662.88,0.0,9.2109,2.0,0.0,0.0,0.0,0.0,22.7203,4.2984,2.0,124.9616,-1.0,0.0,1920.1719,1.0,1.0,0.0,2301.8115,0.0
TCGA-61-1907,254.8823,604.4996,1.0,-1.0,2.0,-2.0,0.0,0.0,-1.0,90.2238,67.4141,310.1218,0.0,0.0,1.0,72.1058,2.2556,1.0,1.0,7146.3642,1.0,1.0,-1.0,0.0,1.0,605.0635,1564.2556,1.0,10.1502,-1.0,560.5155,1.0,0.0,1.0,0.5639,0.0,0.5639,0.0,5.0751,23.6838,1.0,8.4585,-1.0,-1.0,1796.5819,1.0,1.0,1.0,1433.9949,-1.0
TCGA-61-1910,322.0503,142.1663,0.0,0.0,2.0,-1.0,-1.0,0.0,0.0,7.7369,21.9149,26.4023,0.0,0.9671,0.0,40.0677,0.0,-1.0,-1.0,4219.1199,-1.0,0.0,-1.0,0.0,0.0,1436.1702,1529.9807,0.0,0.0,0.0,958.4139,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3752,232.1083,0.0,88.9749,-1.0,-1.0,1177.9497,2.0,-1.0,-1.0,3247.5822,1.0
TCGA-61-1914,487.0329,396.1144,1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,191.6545,56.4975,68.7224,1.0,0.0,-1.0,38.1431,54.6365,0.0,0.0,4212.4035,0.0,1.0,-2.0,0.8537,1.0,794.7899,734.1776,0.0,0.0,0.0,655.2108,0.0,2.9879,1.0,0.4268,1.0,0.0,1.0,121.2247,234.3392,1.0,88.7843,-1.0,-1.0,1867.8843,-1.0,0.0,0.0,1747.9402,-1.0
TCGA-61-1917,403.3173,515.0589,0.0,-2.0,1.0,2.0,0.0,0.0,0.0,106.9402,27.8219,141.6849,-1.0,0.4365,-1.0,192.8066,1.746,2.0,2.0,4580.2182,2.0,-1.0,-1.0,0.0,1.0,3075.0764,2391.9686,1.0,0.0,0.0,490.179,-1.0,0.0,1.0,1.746,-1.0,0.873,-1.0,26.1894,62.4182,1.0,72.021,-1.0,-1.0,795.2859,0.0,0.0,2.0,2982.9769,2.0
TCGA-61-1918,289.4516,95.3657,-1.0,-2.0,2.0,1.0,-1.0,-1.0,-1.0,105.9086,72.1472,167.8771,1.0,0.0,1.0,84.3723,0.0,0.0,0.0,5168.4067,0.0,-1.0,-1.0,0.0,1.0,2893.5571,953.6566,0.0,0.9584,0.0,878.8976,0.0,1.9169,1.0,0.0,1.0,0.4792,1.0,11.0222,201.2743,1.0,62.7784,-1.0,-1.0,782.0943,-1.0,1.0,1.0,2837.0086,0.0
TCGA-61-1919,350.7944,801.2827,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,18.6593,59.4964,189.3543,-1.0,0.0,-1.0,52.7205,7.9968,1.0,1.0,5960.365,1.0,-1.0,-2.0,1.5994,1.0,2153.2806,916.4371,-1.0,23.4574,-1.0,430.7628,-1.0,0.5331,1.0,2.6656,-1.0,0.0,-1.0,169.5329,290.5516,1.0,84.2333,1.0,-1.0,886.0491,-1.0,1.0,1.0,3192.3358,2.0
TCGA-61-1995,343.9568,242.7762,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,104.0469,55.3398,65.0279,0.0,0.0,0.0,55.3197,287.4906,0.0,0.0,8756.5674,0.0,0.0,-1.0,3.1529,0.0,7984.9576,1321.9407,0.0,0.0,0.0,1162.0008,0.0,3.4396,0.0,0.0,0.0,2.5797,0.0,0.5733,76.2438,0.0,22.3572,-1.0,-1.0,1027.8576,0.0,0.0,0.0,2360.4037,0.0
TCGA-61-1998,190.4762,579.3983,0.0,-1.0,2.0,-1.0,-1.0,0.0,-1.0,54.991,27.9896,71.7274,0.0,0.0,0.0,36.852,2.3909,0.0,0.0,4362.4308,0.0,-1.0,-1.0,0.0,1.0,3293.0863,998.6053,0.0,0.797,-1.0,653.5166,0.0,0.0,1.0,9.5637,0.0,1.5939,0.0,4.7818,51.8031,1.0,55.788,0.0,-1.0,959.5537,0.0,0.0,0.0,2202.0323,0.0
TCGA-61-2000,305.5062,1107.016,-1.0,0.0,2.0,-1.0,-1.0,0.0,0.0,37.3002,30.1599,120.7416,-1.0,0.0,0.0,132.2957,0.0,1.0,0.0,3600.3863,0.0,0.0,-1.0,0.0,2.0,3794.405,1068.8277,0.0,0.8881,0.0,629.6625,0.0,0.0,1.0,7.1048,1.0,0.0,1.0,14.6536,45.2931,1.0,29.3073,1.0,0.0,503.1083,-1.0,2.0,0.0,2513.3215,0.0
TCGA-61-2002,298.1104,662.3721,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,22.3368,16.3345,54.4102,-1.0,0.0,0.0,108.7,8.5911,1.0,1.0,6058.5482,1.0,0.0,-1.0,2.5773,1.0,1828.1813,1211.9147,0.0,0.0,0.0,833.3345,0.0,2.291,0.0,28.3506,0.0,0.0,0.0,90.2063,205.3268,0.0,86.4835,0.0,-1.0,972.2236,0.0,0.0,2.0,1343.3582,-1.0
TCGA-61-2003,335.5824,1294.0341,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,29.1193,53.7749,84.2756,1.0,0.0,1.0,86.6122,1.4205,0.0,0.0,10958.4872,0.0,1.0,-1.0,1.7756,1.0,2955.9659,649.858,0.0,1.0653,0.0,614.3466,0.0,0.0,1.0,0.3551,0.0,0.0,0.0,5.6818,23.0824,1.0,49.3608,-1.0,-1.0,513.4943,-1.0,1.0,-1.0,2282.6705,1.0
TCGA-61-2008,261.9233,643.9133,-1.0,-1.0,2.0,-2.0,-1.0,1.0,-2.0,63.1462,79.9911,161.1518,0.0,0.0,1.0,47.284,0.0,-1.0,-1.0,9388.1801,-1.0,0.0,-1.0,0.8894,1.0,1332.2957,519.8444,-2.0,0.0,1.0,652.3624,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.3341,3.1128,1.0,74.7082,0.0,1.0,582.9906,-1.0,0.0,1.0,2065.1473,-1.0
TCGA-61-2008,175.2255,165.554,-1.0,-1.0,2.0,-2.0,-1.0,1.0,-2.0,120.0408,20.3045,56.3566,0.0,0.0,1.0,100.6181,1.1378,-1.0,-1.0,5465.0673,-1.0,0.0,-1.0,11.3783,1.0,2267.6911,881.8167,-2.0,0.0,1.0,611.0136,-1.0,0.0,1.0,0.5689,1.0,0.0,1.0,13.085,8.5337,1.0,105.818,0.0,1.0,816.9605,-1.0,0.0,1.0,1385.3055,-1.0
TCGA-61-2009,393.4126,704.4831,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.6917,45.2379,160.1098,0.0,0.0,0.0,44.4328,5.032,1.0,1.0,5074.9634,1.0,-1.0,-1.0,0.0,2.0,1732.3879,1022.4154,1.0,60.3843,1.0,704.0256,1.0,1.3724,2.0,1.3724,-1.0,0.0,-1.0,6.4044,5.9469,2.0,81.8847,-1.0,-1.0,1582.7996,1.0,1.0,0.0,1681.1528,0.0
TCGA-61-2012,240.4845,246.4224,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,76.2029,138.2341,220.4936,1.0,0.0,-1.0,425.9941,6.4327,2.0,2.0,10690.2302,2.0,1.0,-1.0,0.0,1.0,4249.5497,1522.0791,1.0,0.4948,-1.0,1423.609,0.0,0.4948,1.0,29.6894,1.0,0.9896,1.0,5.4431,13.8551,1.0,22.2671,-1.0,-1.0,1009.9361,-1.0,0.0,2.0,3749.7773,1.0
TCGA-61-2016,443.8955,1330.4514,-1.0,0.0,2.0,0.0,0.0,-1.0,-1.0,164.2685,25.9717,39.5776,-1.0,0.0,0.0,58.5833,0.247,-1.0,-1.0,7724.2858,-1.0,0.0,-1.0,0.247,2.0,2607.0524,627.4316,-1.0,0.0,0.0,821.0955,0.0,0.7411,2.0,13.8331,0.0,0.7411,0.0,157.3519,241.5859,2.0,21.2437,-1.0,-1.0,825.0479,-1.0,2.0,0.0,1964.3056,-1.0
TCGA-61-2088,129.7353,197.1977,0.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,38.4017,132.2885,139.8443,-1.0,0.0,-1.0,80.7213,4.1515,0.0,0.0,2341.178,0.0,1.0,-1.0,1.5568,0.0,2287.4935,3052.932,1.0,1.5568,-1.0,581.7333,0.0,0.0,0.0,0.0,1.0,0.5189,1.0,1.0379,14.5304,0.0,143.2278,0.0,1.0,547.4831,0.0,1.0,0.0,3242.8646,1.0
TCGA-61-2092,556.7867,682.8255,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,147.2761,1.6159,9.2336,0.0,62.3269,0.0,18.9658,1322.7147,2.0,0.0,1631.0803,0.0,-1.0,0.0,0.0,0.0,1039.7045,1501.8467,0.0,0.0,0.0,1493.5365,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.4617,0.0,153.2779,-1.0,0.0,886.4266,-1.0,0.0,-1.0,2311.6343,-1.0
TCGA-61-2094,402.6311,807.3882,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,95.1432,76.9145,107.0148,-1.0,0.0,-1.0,47.8958,35.878,0.0,0.0,12316.8374,0.0,0.0,0.0,2.6576,0.0,2903.7273,1706.1989,2.0,0.0,-1.0,1031.6922,2.0,0.5315,2.0,3.7207,0.0,1.8603,0.0,62.7201,114.8096,2.0,19.9322,-1.0,-1.0,788.7848,-1.0,0.0,2.0,1468.8725,-1.0
TCGA-61-2095,318.455,1291.9811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1354,58.9871,92.1192,0.0,0.5116,0.0,53.2702,1.2789,0.0,0.0,5494.7538,0.0,0.0,0.0,7.6736,0.0,2978.1302,836.6799,0.0,0.2558,0.0,954.0862,0.0,0.2558,0.0,0.0,0.0,0.0,0.0,24.8114,27.3692,0.0,187.7478,0.0,0.0,741.527,0.0,0.0,0.0,1312.444,0.0
TCGA-61-2097,161.8996,763.4467,0.0,-1.0,2.0,-1.0,-1.0,0.0,-1.0,19.428,30.3652,36.5749,-1.0,0.0,0.0,46.2673,21.5866,1.0,1.0,9356.1432,1.0,-1.0,-1.0,0.7196,1.0,1921.2089,1146.2493,1.0,0.0,-1.0,1127.5409,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,18.7084,15.8302,1.0,139.5935,-1.0,-1.0,1005.9363,1.0,1.0,1.0,2403.3099,1.0
TCGA-61-2098,281.759,1028.0851,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,55.066,82.7975,156.7257,0.0,0.559,1.0,66.3559,120.4744,0.0,0.0,2427.8265,0.0,-1.0,1.0,0.0,1.0,2889.7073,1368.8234,1.0,77.4278,0.0,1117.2528,1.0,1.1181,1.0,0.2795,1.0,0.0,1.0,13.1376,193.1503,1.0,212.4374,-1.0,-1.0,943.1101,-1.0,1.0,1.0,2416.7546,1.0
TCGA-61-2101,208.2346,1135.0711,1.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,23.6967,63.7944,162.731,0.0,0.0,1.0,37.0972,4.7393,0.0,0.0,3656.6232,0.0,-1.0,-1.0,0.2962,0.0,2128.2583,789.6919,0.0,0.5924,0.0,1070.7938,0.0,0.8886,0.0,0.5924,-1.0,0.0,-1.0,72.8673,173.282,0.0,63.0924,-1.0,-1.0,767.7725,-1.0,1.0,0.0,3132.109,1.0
TCGA-61-2102,511.0012,1251.7131,1.0,-1.0,1.0,2.0,1.0,0.0,-1.0,31.7876,30.3602,63.7012,-1.0,0.0,1.0,146.613,1.7993,-1.0,-1.0,10264.1373,-1.0,1.0,-1.0,1.1995,1.0,2528.6164,1915.6548,1.0,0.0,0.0,545.7877,1.0,0.5998,1.0,1.1995,1.0,16.7935,1.0,2.3991,15.5939,1.0,202.7211,-1.0,-1.0,943.433,-1.0,1.0,-1.0,3578.2081,1.0
TCGA-61-2104,119.9219,747.206,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,78.7653,71.1797,99.1485,0.0,0.0,0.0,45.8648,4.6124,-1.0,-1.0,7220.7664,-1.0,1.0,-1.0,1.0644,1.0,2775.5899,730.1756,-1.0,0.0,-1.0,875.6431,0.0,1.4192,1.0,0.0,0.0,0.0,0.0,17.0303,33.3511,1.0,3.548,-1.0,0.0,827.0357,-1.0,1.0,1.0,2494.2345,0.0
TCGA-61-2109,311.3527,572.1642,0.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,47.2035,26.0239,38.3684,1.0,0.0,0.0,64.4638,0.4768,0.0,0.0,7200.1144,0.0,2.0,-1.0,6.1984,2.0,2564.2493,1200.5912,0.0,5.2448,0.0,626.043,-1.0,0.0,2.0,0.0,0.0,0.4768,0.0,162.59,446.2881,2.0,27.6546,-1.0,-1.0,1308.3488,2.0,0.0,2.0,2331.5692,-1.0
TCGA-61-2110,214.3878,141.496,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,59.5522,77.2415,140.3668,0.0,1.9057,0.0,28.5565,17.151,2.0,2.0,1819.9428,2.0,0.0,-1.0,5.2406,0.0,3978.0848,1473.0824,0.0,0.0,0.0,1203.9066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2406,361.6008,0.0,11.9104,-1.0,-1.0,559.7904,-1.0,0.0,0.0,2547.4035,0.0
TCGA-61-2111,239.5677,1870.3092,1.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,52.837,61.489,94.7103,0.0,0.0,1.0,100.6605,15.6109,0.0,0.0,6179.7358,0.0,0.0,-2.0,0.6004,2.0,2726.5086,969.0784,0.0,0.6004,0.0,717.5023,1.0,0.0,2.0,0.6004,0.0,25.2177,0.0,12.0084,5.4038,2.0,138.6971,-1.0,-1.0,786.5506,-1.0,2.0,-1.0,1909.937,0.0
TCGA-61-2113,261.0291,2215.4276,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,49.2706,106.1623,70.4394,1.0,0.0,-1.0,23.5625,2.4461,1.0,1.0,5365.7972,1.0,0.0,-1.0,0.3494,1.0,3578.5795,896.6541,0.0,0.3494,0.0,618.5027,0.0,0.0,1.0,0.6989,0.0,0.0,0.0,34.5942,37.7391,1.0,65.3446,-1.0,-1.0,1259.3693,-1.0,1.0,-1.0,2424.3907,1.0
TCGA-OY-A56P,226.8219,514.5571,0.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,35.7999,47.8864,43.1736,-1.0,0.0,-1.0,84.2153,98.3162,1.0,1.0,8773.5936,1.0,1.0,-1.0,13.3582,1.0,4320.5696,1095.1036,0.0,0.2672,0.0,1402.6089,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.6104,9.3507,1.0,51.0282,-1.0,-1.0,633.1777,-1.0,1.0,-1.0,2737.8925,1.0
TCGA-OY-A56Q,169.9434,376.8744,0.0,-1.0,1.0,1.0,0.0,0.0,-1.0,25.3249,25.3482,33.6854,-1.0,0.0,1.0,582.3492,269.5768,1.0,1.0,10006.7877,1.0,0.0,-1.0,1.6661,1.0,1745.7514,1285.9047,0.0,56.3146,-1.0,630.4565,0.0,0.3332,1.0,1.3329,0.0,0.0,0.0,8.6638,37.6541,1.0,106.6311,-1.0,-1.0,644.7851,-1.0,1.0,-1.0,3667.7774,1.0
TCGA-VG-A8LO,291.8109,168.7737,0.0,-1.0,2.0,-1.0,0.0,1.0,0.0,34.1412,17.9853,27.9604,0.0,0.0,0.0,59.8084,4.5092,0.0,0.0,1888.1746,0.0,0.0,-1.0,0.3221,1.0,1927.0473,1260.0048,0.0,0.3221,0.0,1211.6918,0.0,0.3221,1.0,11.9172,1.0,0.6442,1.0,19.6473,18.359,1.0,15.4602,-1.0,0.0,1047.4273,0.0,0.0,2.0,2883.646,0.0
TCGA-WR-A838,202.9988,186.8512,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,80.3537,42.945,16.2092,0.0,0.0,1.0,143.491,224.529,2.0,2.0,4205.6055,2.0,0.0,-1.0,1.5379,0.0,2165.321,1952.326,1.0,144.1753,-1.0,1178.0085,0.0,0.0,0.0,1.5379,0.0,0.0,0.0,0.0,1.9223,0.0,142.6374,0.0,-1.0,1128.7966,1.0,1.0,-1.0,2525.1826,0.0
